rt	log_rt	accept	suffix	log_odds_adj	lang	lang_de	lang_en	lang_fr	lang_la	lang_yi	stem_length	llfpm10	neighbourhood_size	stem_phonology	date_scaled	n_size_scaled	logfreq_scaled	stem_length_scaled	logodds_scaled	yi_la_scaled	knn_scaled	svm01_scaled	svm1_scaled	id	stem
1415	7.254884810077338	0	Dat	-1.0738131741339771	en	FALSE	TRUE	FALSE	FALSE	FALSE	6	1.4702901013537286	1	coronal_sonorant	0.7894736842105263	0.125	0.5155088410393018	0.25	0.5740773895336309	0.501196974713069	0.3094749630171473	0.8891448801106779	0.3828657818892662	LWVUH9	bojler
2075	7.637716432664798	1	Pl	2.8977518651937872	yi	FALSE	FALSE	FALSE	FALSE	TRUE	6	0.19606017543000023	0	sibilant	0.7236842105263158	0	0.19830524523818155	0.25	0.8656028338358465	0.6814540756476607	0.5424860234305923	0.8891448801106779	0.9222117290827169	LWVUH9	pajesz
2824	7.945909598613133	1	Dat	-0.7711087220296571	fr	FALSE	FALSE	TRUE	FALSE	FALSE	6	0.35638106706207384	0	coronal_sonorant	0.7157894736842105	0	0.2382151251375016	0.25	0.5962968544090965	0.3371167926927765	0.5408856638278638	0.8891448801106779	0.6714590527603936	LWVUH9	flanel
943	6.849066282633458	0	Pl	-7.314590876112485	de	TRUE	FALSE	FALSE	FALSE	FALSE	6	2.2587678514546465	2	coronal_sonorant	0.6684210526315789	0.25	0.7117905108171304	0.25	0.11598455349925231	0.18456234345700703	0.46882433768191933	0.51043579050419	0.4439286176460808	LWVUH9	sláger
2916	7.977968093128549	1	Dat	-0.13409177369830738	de	TRUE	FALSE	FALSE	FALSE	FALSE	5	-0.0567670438663156	0	coronal_sonorant	0.042105263157894736	0	0.13536707258535205	0	0.643055914641375	0.2380738767515472	0.34192240000251684	0.8891448801106779	0.30208680939784816	LWVUH9	kóter
1555	7.349230824613334	1	Pl	3.248074979560463	yi	FALSE	FALSE	FALSE	FALSE	TRUE	6	1.0569096792608152	1	other	0.9473684210526315	0.125	0.4126029575296205	0.25	0.8913176592393772	0.8058040093672848	0.9838760966766388	0.8891448802099791	0.9498333534695046	LWVUH9	maszek
1743	7.463363045520021	1	Pl	0.3642375163404102	other	FALSE	FALSE	FALSE	FALSE	FALSE	5	1.0545026216751352	0	coronal_sonorant	0.7894736842105263	0	0.41200375066283423	0	0.6796348617941412	0.6072700864337506	0.5144816006140548	0.8891448801106779	0.3950290395079158	LWVUH9	sumer
1175	7.069023426578259	1	Pl	-1.1794595478476049	de	TRUE	FALSE	FALSE	FALSE	FALSE	6	0.9596105383709403	0	coronal_sonorant	0.6394736842105263	0	0.3883815538953791	0.25	0.5663226113213128	0.39993707787624083	0.44802058656009847	0.8891448801106779	0.5607377369696119	LWVUH9	koffer
1731	7.456454555176209	1	Dat	-6.375024819828097	la	FALSE	FALSE	FALSE	TRUE	FALSE	5	1.3578062989248016	1	coronal_sonorant	0.7894736842105263	0.125	0.48750740591842073	0	0.18495167585461195	0.3445297681408184	0.3791740214290653	0	0.03915358680077838	LWVUH9	lumen
1250	7.1308988302963465	1	Dat	3.138951104334203	yi	FALSE	FALSE	FALSE	FALSE	TRUE	5	1.18302479496678	1	other	0.9421052631578948	0.125	0.44399773752413846	0	0.8833076214093788	0.8734311624764154	1	0.8891448801106779	0.9519624461408327	LWVUH9	balek
1273	7.149131598557407	0	Dat	-7.720901429007229	en	FALSE	TRUE	FALSE	FALSE	FALSE	6	3.2458076642479075	0	coronal_sonorant	1	0	0.9575017215234057	0.25	0.08616007290170724	0.37944643229881825	0.5279188214466212	0	0.2869006855181188	LWVUH9	modell
