test	training	phon_dist	edit_dist
bagett	dózer	4.22297077922078	5
bagett	džungel	5.3655355397290885	6
bagett	džóker	4.912554112554113	6
bagett	facet	2.5968169761273208	3
bagett	faglett	1.7692307692307692	2
bagett	falzett	2.612980769230769	3
bagett	farmer	4.367715617715618	5
bagett	fater	3.4453018246121694	4
bagett	fačer	3.439144189144189	4
bagett	flanel	4.432530432530433	5
bagett	flaster	5.373862256714549	6
bagett	flóbert	3.9555944055944057	5
bagett	fotel	4.065991479784583	5
bagett	fráter	5.028635157945502	6
bagett	fušer	4.295134972554327	5
bagett	gaṯes	3.0314814814814817	4
bagett	grotesk	4.384942528735632	6
bagett	gukker	4.621528971584589	6
bagett	gólem	4.167205710955711	5
bagett	halef	3.651864801864802	4
bagett	hardver	5.281818181818181	6
bagett	haver	3.555627705627706	4
bagett	hostes	4.940582128290693	6
bagett	hotel	4.146760710553814	5
bagett	jampec	3.7696969696969695	5
bagett	junker	5.0893450635386115	6
bagett	kadet	2.4727272727272727	3
bagett	kampec	3.609090909090909	5
bagett	karcer	4.444289044289045	5
bagett	kartell	4.297283176593521	5
bagett	karter	4.444289044289045	5
bagett	klapec	3.7012987012987013	5
bagett	klaster	5.377358760211052	6
bagett	klozet	4.237166927899686	5
bagett	koffer	5.006295715778474	6
bagett	koles	3.9831605176432765	5
bagett	kompleks	5.530083594566353	7
bagett	komplett	4.143416927899686	5
bagett	koncert	4.05671659119935	5
bagett	konfekt	3.9282317427145013	5
bagett	konsern	4.821422473552291	6
bagett	konzerv	4.99421659119935	6
bagett	kopek	3.8753216898044482	5
bagett	korner	5.05671659119935	6
bagett	kornett	3.2082317427145015	4
bagett	korrekt	4.03649385097661	5
bagett	korteš	4.994271628754388	6
bagett	korvett	3.250559785042544	4
bagett	kotlett	3.2210031347962382	4
bagett	krapek	4.254632034632035	5
bagett	krokett	2.92675026123302	4
bagett	kráter	5.032131661442007	6
bagett	kukker	4.844256244311862	6
bagett	kupec	3.475492249685798	5
bagett	kábel	3.7545454545454544	5
bagett	káder	3.9045454545454543	5
bagett	kódeks	3.6472727272727274	5
bagett	kókler	4.767424242424243	6
bagett	kóter	4.236677115987461	5
bagett	lasteks	4.14973674453096	5
bagett	lateks	3.1497367445309603	4
bagett	latenš	3.3055537379950124	4
bagett	lorṉett	3.3709883409549706	4
bagett	lues	4.376344086021506	5
bagett	lumen	4.22438330170778	5
bagett	lumpen	5.144080271404749	6
bagett	láger	3.3673020527859236	4
bagett	lóden	4.1880685411994705	5
bagett	maces	2.9942528735632186	4
bagett	macher	4.0427377220480665	5
bagett	maglen	3.0897058823529413	4
bagett	majster	4.163221690590111	5
bagett	makett	1.0333333333333332	2
bagett	malter	4.171561771561771	5
bagett	marlen	4.012782805429865	5
bagett	masek	3.1232258064516127	4
bagett	matek	3.047586206896552	4
bagett	mater	3.1760710553814002	4
bagett	modell	3.5176593521421107	5
bagett	modem	3.726939655172414	5
bagett	modern	3.4338803860102036	5
bagett	moped	3.4414179464889405	5
bagett	motel	3.796760710553814	5
bagett	muteks	3.4884464219503153	5
bagett	muter	3.950264603768497	5
bagett	mutter	4.850264603768497	6
bagett	mágneš	3.7584795321637428	5
bagett	nonsens	4.710627019006837	6
bagett	notes	3.9586925287356323	5
bagett	ofset	3.7839275608375775	4
bagett	okker	4.249186602870814	5
bagett	oklen	4.555151226482496	5
bagett	omlett	2.8359625855088653	3
bagett	paccer	4.099880579190924	5
bagett	pajes	3.1104761904761906	4
bagett	pakett	1.0571428571428572	2
bagett	pamflet	4.061688311688312	5
bagett	panel	3.1871091871091872	4
bagett	parkett	2.057142857142857	3
bagett	parsek	4.01162328899171	5
bagett	partner	5.010077177724237	6
bagett	pastell	4.048365427675773	5
bagett	plakett	2.057142857142857	3
bagett	pollen	4.657281984411802	6
bagett	poster	4.7962098339183985	6
bagett	prakker	4.821144947007016	6
bagett	projekt	3.7844991789819376	5
bagett	puffer	4.910881860075408	6
bagett	pátenš	3.4772127241701276	5
bagett	páter	3.7832139125242574	5
bagett	póker	3.6935064935064936	5
bagett	púder	3.9207792207792207	5
bagett	rakett	1.4688172043010752	2
bagett	ranett	1.7502986857825569	2
bagett	raster	4.587194525904203	5
bagett	rocker	4.9379917079583375	6
bagett	roller	5.152735297701928	6
bagett	rubel	4.108162267839687	5
bagett	rulett	2.632754342431762	3
bagett	skander	5.321212121212121	6
bagett	slogen	4.302062204192022	5
bagett	softver	6.096760710553814	7
bagett	solvenš	4.936982839112656	6
bagett	sonett	2.3521711366538955	3
bagett	sovjet	4.215466920917422	5
bagett	subrett	3.2408602150537633	4
bagett	tandem	4.459191176470588	5
bagett	tangenš	3.395424836601307	4
bagett	taster	4.504651831407049	5
bagett	tatjen	4.266201007655565	5
bagett	token	3.7716700473292764	5
bagett	tormeṉ	5.0569641649763355	6
bagett	tornes	4.955112313124483	6
bagett	torpej	5.114323472335642	6
bagett	totem	4.207467038539554	5
bagett	transfer	6.289765560663394	7
bagett	traverz	4.353440676970089	5
bagett	tróger	4.4893048128342246	5
bagett	tábes	3.652941176470588	5
bagett	tájpej	5.0769671504965626	6
bagett	valcer	4.410692206344381	5
bagett	valdenš	3.9816140949133274	5
bagett	vamzer	4.190054307657701	5
bagett	varšekk	4.082356241234221	5
bagett	vátes	3.8167166416791605	5
bagett	začek	3.4062934362934363	4
bagett	ágenš	3.1258169934640523	4
bagett	ájer	4.351818181818182	5
bagett	ámen	4.098039215686274	5
bagett	ómen	4.302584670231729	5
bagett	šakter	4.198484848484848	5
bagett	šaller	4.513228438228438	5
bagett	šames	3.3333333333333335	4
bagett	škanzen	5.2046869942852725	6
bagett	šláger	4.348484848484849	5
bagett	šparherd	4.731117901706137	6
bagett	šrapnel	5.424424698108909	6
bagett	štukker	5.924470148055177	7
bagett	šubler	4.914345063538612	6
bagett	šumer	4.289345063538612	5
bagett	šuster	5.342570869990224	6
bagett	šábes	3.716666666666667	5
bagett	šóder	4.253030303030303	5
bagett	šólet	3.6276223776223775	4
bagett	žakett	1.3981981981981981	2
bagett	žoržett	3.3293045200372786	4
bagett	žáner	4.1114978614978615	5
bagger	azbest	4.036607142857143	5
bagger	bagett	2.7662267839687193	3
bagger	bagger	0	0
bagger	bakter	1.360919540229885	2
bagger	balek	2.83974358974359	3
bagger	balett	3.6893037070456427	4
bagger	bankett	3.1966329966329967	4
bagger	barches	3.2704433497536947	4
bagger	barrel	1.963800904977376	3
bagger	barter	1.750663129973475	2
bagger	bojler	2.463766578249337	3
bagger	borcet	3.2198376336307373	4
bagger	bovden	2.892118226600985	4
bagger	brojler	3.463766578249337	4
bagger	bróker	2.4082111436950147	3
bagger	brúder	2.570967741935484	3
bagger	bukfenc	3.8968125960061446	5
bagger	bunker	2.122341696535245	3
bagger	burlesk	4.263204537398086	5
bagger	bóher	2.587878787878788	3
bagger	charter	3.600663129973475	4
bagger	codec	4.02211568012785	5
bagger	collen	4.034070392082563	5
bagger	docenš	4.839576694795944	6
bagger	dodžem	3.7919121826449413	5
bagger	doglen	3.0009094353921943	4
bagger	dojen	3.997832512315271	5
bagger	dolmen	3.7509094353921943	5
bagger	doppler	3.8873563218390803	5
bagger	drukker	3.5837173579109063	5
bagger	dublett	4.838612462806012	6
bagger	duett	5.160863682109511	6
bagger	dupleks	4.844889519083067	6
bagger	dózer	3.374485930735931	4
bagger	džungel	3.4495125648825837	5
bagger	džóker	3.1655844155844157	4
bagger	facet	3.4453018246121694	4
bagger	faglett	3.540792540792541	4
bagger	falzett	4.384542540792541	5
bagger	farmer	2.4423076923076925	3
bagger	fater	2.5968169761273208	3
bagger	fačer	2.5906593406593403	3
bagger	flanel	3.5631024397627815	5
bagger	flaster	3.5000427825789338	4
bagger	flóbert	4.19410857959245	5
bagger	fotel	3.3351536901232643	5
bagger	fráter	3.458226773020989	4
bagger	fušer	3.4466501240694787	4
bagger	gaṯes	3.007671957671958	4
bagger	grotesk	4.895321160115376	6
bagger	gukker	2.3908602150537632	4
bagger	gólem	4.145571095571095	5
bagger	halef	3.624928774928775	4
bagger	hardver	3.407142857142857	4
bagger	haver	2.7071428571428573	3
bagger	hostes	3.844358811377721	5
bagger	hotel	3.415922920892495	5
bagger	jampec	3.2937229437229436	4
bagger	junker	3.055675029868578	4
bagger	kadet	3.3212121212121213	4
bagger	kampec	3.133116883116883	4
bagger	karcer	2.5233904027007474	3
bagger	kartell	3.6410374615242773	5
bagger	karter	2.5233904027007474	3
bagger	klapec	4.2445266800105514	5
bagger	klaster	3.503539286075437	4
bagger	klozet	4.3398399315738025	5
bagger	koffer	3.1434169278996866	4
bagger	koles	3.9593509938337528	5
bagger	kompleks	5.548178832661591	7
bagger	komplett	5.753806538289297	7
bagger	koncert	4.035817949611053	5
bagger	konfekt	4.93171659119935	6
bagger	konsern	4.111457549166114	5
bagger	konzerv	4.051981742714501	5
bagger	kopek	4.071988356471115	5
bagger	korner	3.1313086657914244	4
bagger	kornett	4.979793514276273	6
bagger	korrekt	5.0880556225383815	6
bagger	korteš	3.877413391206495	5
bagger	korvett	5.022121556604316	6
bagger	kotlett	4.99256490635801	6
bagger	krapek	4.312708498192369	5
bagger	krokett	5.029423264907136	6
bagger	kráter	3.4617232765174926	4
bagger	kukker	2.613587487781036	4
bagger	kupec	4.15731043150398	5
bagger	kábel	3.0237076648841352	5
bagger	káder	3.0560606060606057	4
bagger	kódeks	4.836722380326385	6
bagger	kókler	3.017016317016317	4
bagger	kóter	3.388192267502612	4
bagger	lasteks	4.309153027173049	5
bagger	lateks	4.339186397584617	5
bagger	latenš	4.41151376773413	5
bagger	lorṉett	5.1425501125167425	6
bagger	lues	4.352534562211981	5
bagger	lumen	4.173963133640553	5
bagger	lumpen	3.935867895545315	5
bagger	láger	2.518817204301075	3
bagger	lóden	4.137648373132244	5
bagger	maces	2.9704433497536944	4
bagger	macher	2.127586206896552	3
bagger	maglen	2.1373626373626378	3
bagger	majster	3.2308120133481646	4
bagger	makett	3.799560117302053	5
bagger	malter	2.250663129973475	3
bagger	marlen	3.0604395604395607	4
bagger	masek	3.3198924731182795	4
bagger	matek	3.2442528735632186	4
bagger	mater	2.3275862068965516	3
bagger	modell	3.7810786494798143	6
bagger	modem	3.7053050397877985	5
bagger	modern	3.820689655172414	5
bagger	moped	3.7510154697087548	5
bagger	motel	3.065922920892495	5
bagger	muteks	4.677896075003972	6
bagger	muter	3.1017797552836486	4
bagger	mutter	2.9293659621802	4
bagger	mágneš	2.6314814814814813	4
bagger	nonsens	4.825337419295984	6
bagger	notes	3.9348830049261085	5
bagger	ofset	4.247400310108875	5
bagger	okker	2.6873563218390806	4
bagger	oklen	3.7913856258683847	5
bagger	omlett	5.142251426734186	6
bagger	paccer	2.1789819376026274	3
bagger	pajes	3.086666666666667	4
bagger	pakett	3.8233696411115767	5
bagger	pamflet	3.9972943722943723	5
bagger	panel	2.456271397447868	4
bagger	parkett	3.828704628704629	5
bagger	parsek	3.2667789200047266	4
bagger	partner	3.16621054552089	4
bagger	pastell	3.3722685959812178	5
bagger	plakett	4.767037502521374	6
bagger	pollen	3.7049387394214985	5
bagger	poster	2.875311192330102	4
bagger	prakker	2.5904761904761906	4
bagger	projekt	5.167172182656054	6
bagger	puffer	3.0480030721966207	4
bagger	pátenš	4.583172753909245	6
bagger	páter	2.934729064039409	4
bagger	póker	2.845021645021645	4
bagger	púder	3.0722943722943725	4
bagger	rakett	4.235043988269795	5
bagger	ranett	4.516525469751277	5
bagger	raster	2.6662958843159066	3
bagger	rocker	2.917093066370041	4
bagger	roller	3.4023273722940024	4
bagger	rubel	3.3773244781783682	5
bagger	rulett	5.398981126400481	6
bagger	skander	3.2875420875420875	4
bagger	slogen	3.5058301913140624	4
bagger	softver	4.222085385878489	5
bagger	solvenš	5.031861816344575	6
bagger	sonett	5.1183979206226144	6
bagger	sovjet	4.162984027466786	5
bagger	subrett	5.012421986615535	6
bagger	tandem	3.2523713759007875	4
bagger	tangenš	3.382041705571117	4
bagger	taster	2.5837531898187525	3
bagger	tatjen	3.3148130976528543	4
bagger	token	3.7212498792620496	5
bagger	tormeṉ	3.946707754719925	5
bagger	tornes	3.854379712391883	5
bagger	torpej	3.608612516624687	5
bagger	totem	4.185832423154938	5
bagger	transfer	4.542755991285403	5
bagger	traverz	4.571493830507113	5
bagger	tróger	2.7278189868322698	3
bagger	tábes	3.6291316526610644	5
bagger	tájpej	3.5681792717086833	5
bagger	valcer	2.4897935647560834	3
bagger	valdenš	4.076493072145246	5
bagger	vamzer	2.3328804347826084	3
bagger	varšekk	4.482099830977811	5
bagger	vátes	3.7929071178696363	5
bagger	začek	3.602960102960103	4
bagger	ágenš	4.231777023203169	5
bagger	ájer	3.5033333333333334	4
bagger	ámen	4.0476190476190474	5
bagger	ómen	4.2521645021645025	5
bagger	šakter	2.277586206896552	3
bagger	šaller	2.762820512820513	3
bagger	šames	3.3095238095238093	4
bagger	škanzen	4.145577801827802	5
bagger	šláger	2.7780764635603346	3
bagger	šparherd	4.246886446886447	5
bagger	šrapnel	3.6110333022097727	5
bagger	štukker	3.6938013915243517	5
bagger	šubler	3.1639371381306867	4
bagger	šumer	3.4408602150537635	4
bagger	šuster	3.4216722284019276	4
bagger	šábes	3.6928571428571426	5
bagger	šóder	3.4045454545454543	4
bagger	šólet	4.476107226107226	5
bagger	žakett	4.164424982166918	5
bagger	žoržett	5.100866291599051	6
bagger	žáner	3.263013013013013	4
bakter	azbest	4.402048319327731	5
bakter	bagett	3.2818181818181817	4
bakter	bagger	1.360919540229885	2
bakter	bakter	0	0
bakter	balek	2.765151515151515	3
bakter	balett	3.665151515151515	4
bakter	bankett	3.457373737373737	4
bakter	barches	2.7261904761904763	4
bakter	barrel	1.8827985739750446	3
bakter	barter	0.9166666666666666	1
bakter	bojler	2.382217981918132	3
bakter	borcet	2.5525078369905954	4
bakter	bovden	2.793798898869893	4
bakter	brojler	3.382217981918132	4
bakter	bróker	2.5909677419354837	3
bakter	brúder	2.4253418831381275	3
bakter	bukfenc	3.36726714146069	4
bakter	bunker	2.3830824372759856	3
bakter	burlesk	4.182202206395755	5
bakter	bóher	2.5571095571095572	3
bakter	charter	2.7666666666666666	3
bakter	codec	3.880939209539615	5
bakter	collen	3.9530680610802316	5
bakter	docenš	4.244499178981938	6
bakter	dodžem	3.9455707192303073	5
bakter	doglen	3.459650694133453	5
bakter	dojen	3.95662039110315	5
bakter	dolmen	3.9007491789819375	5
bakter	doppler	3.710402781802376	5
bakter	drukker	3.2370506912442396	4
bakter	dublett	4.98674766094121	6
bakter	duett	4.331052781108399	5
bakter	dupleks	4.5966279767038785	6
bakter	dózer	3.3256077256077257	4
bakter	džungel	4.35117284585321	6
bakter	džóker	3.348341013824885	4
bakter	facet	2.7843822843822843	4
bakter	faglett	3.9995337995337996	5
bakter	falzett	4.3292540792540795	5
bakter	farmer	2.5921474358974357	3
bakter	fater	1.7692307692307692	2
bakter	fačer	2.286472148541114	3
bakter	flanel	3.5070675813749816	5
bakter	flaster	2.6263736263736264	3
bakter	flóbert	4.493139687636841	5
bakter	fotel	2.5075674832267123	4
bakter	fráter	2.624714640198511	3
bakter	fušer	3.321202095395644	4
bakter	gaṯes	2.283766233766234	4
bakter	grotesk	4.063824884792627	5
bakter	gukker	2.0441935483870965	3
bakter	gólem	4.070979020979021	5
bakter	halef	3.5503367003367003	4
bakter	hardver	3.325490196078431	4
bakter	haver	2.75	3
bakter	hostes	2.970689655172414	4
bakter	hotel	2.5883367139959432	4
bakter	jampec	3.390438871473354	4
bakter	junker	3.3164157706093187	4
bakter	kadet	3.180035650623886	4
bakter	kampec	3.2298328108672933	4
bakter	karcer	1.856060606060606	3
bakter	kartell	2.807040998217469	4
bakter	karter	1.6893939393939394	2
bakter	klapec	4.209447415329768	5
bakter	klaster	2.62987012987013	3
bakter	klozet	4.2870516580194	5
bakter	koffer	3.081728616211375	4
bakter	koles	3.884758919241678	5
bakter	kompleks	5.472994213359325	7
bakter	komplett	5.67862191898703	7
bakter	koncert	3.448972483455242	5
bakter	konfekt	5.009578544061303	6
bakter	konsern	3.948972483455242	5
bakter	konzerv	4.07717761166037	5
bakter	kopek	3.8983188886840003	5
bakter	korner	3.0747894769192943	4
bakter	kornett	4.923274325404143	6
bakter	korrekt	5.00705329153605	6
bakter	korteš	3.0434169278996865	4
bakter	korvett	5.096068443051202	6
bakter	kotlett	4.810386624869383	6
bakter	krapek	4.277629233511586	5
bakter	krokett	5.141901776384535	6
bakter	kráter	2.628211143695015	3
bakter	kukker	2.266920821114369	3
bakter	kupec	3.983640963716865	5
bakter	kábel	3.246434937611408	5
bakter	káder	2.914884135472371	4
bakter	kódeks	4.762286732874968	6
bakter	kókler	2.409090909090909	3
bakter	kóter	2.5606060606060606	3
bakter	lasteks	3.435483870967742	4
bakter	lateks	3.578341013824885	4
bakter	latenš	3.6497695852534564	4
bakter	lorṉett	5.154658374625004	6
bakter	lues	4.352534562211981	5
bakter	lumen	4.273963133640553	5
bakter	lumpen	4.032583823295726	5
bakter	láger	3.0521505376344087	4
bakter	lóden	3.996471902544009	5
bakter	maces	2.3095238095238093	4
bakter	macher	2.1	3
bakter	maglen	2.5961038961038962	4
bakter	majster	2.357142857142857	3
bakter	makett	3.2484848484848485	4
bakter	malter	1.4166666666666665	2
bakter	marlen	2.9794372294372296	4
bakter	masek	3.0833333333333335	4
bakter	matek	2.4166666666666665	3
bakter	mater	1.5	2
bakter	modell	3.797160243407708	6
bakter	modem	3.5641285691995632	5
bakter	modern	3.6795131845841786	5
bakter	moped	3.57734600192164	5
bakter	motel	2.238336713995943	4
bakter	muteks	3.9170506912442393	5
bakter	muter	2.274193548387097	3
bakter	mutter	1.9941935483870967	3
bakter	mágneš	3.114705882352941	5
bakter	nonsens	4.662852353585112	6
bakter	notes	3.1072967980295565	4
bakter	ofset	3.9453649798477386	5
bakter	okker	2.340689655172414	3
bakter	oklen	3.1834602179429767	4
bakter	omlett	5.167659352142111	6
bakter	paccer	1.4104761904761904	3
bakter	pajes	3.0454545454545454	4
bakter	pakett	3.2722943722943723	4
bakter	pamflet	4.03030303030303	5
bakter	panel	2.4061624649859943	4
bakter	parkett	4.008961038961039	5
bakter	parsek	3.0238095238095237	4
bakter	partner	2.4404761904761907	3
bakter	pastell	2.4985994397759104	4
bakter	plakett	4.272294372294372	5
bakter	pollen	3.623936408419167	5
bakter	poster	2.001642036124795	3
bakter	prakker	2.243809523809524	3
bakter	projekt	5.122049993017735	6
bakter	puffer	2.986314760508309	4
bakter	pátenš	3.821428571428571	5
bakter	páter	2.107142857142857	3
bakter	póker	2.311688311688312	3
bakter	púder	2.931117901706137	4
bakter	rakett	3.6839687194525905	4
bakter	ranett	4.548674601805532	5
bakter	raster	1.7926267281105992	2
bakter	rocker	2.9961735261401556	4
bakter	roller	3.321325041291671	4
bakter	rubel	3.600051750905641	5
bakter	rulett	5.374828934506354	6
bakter	skander	3.2204396910279263	4
bakter	slogen	4.329506329784417	5
bakter	softver	3.34688013136289	4
bakter	solvenš	5.105808702791461	6
bakter	sonett	5.15054705267687	6
bakter	sovjet	4.164629049111808	5
bakter	subrett	5.160557184750733	6
bakter	tandem	3.1852689793866262	4
bakter	tangenš	4.283701986541743	5
bakter	taster	1.7100840336134455	2
bakter	tatjen	3.1660147695441814	4
bakter	token	3.1879165459287164	4
