test	training	phon_dist	edit_dist
docenš	žakett	3.6450780772078946	5
docenš	žoržett	4.152873270520329	5
docenš	žáner	4.0287751464222055	5
dodžem	azbest	5.0233834674057	6
dodžem	bagett	4.822235822419801	6
dodžem	bagger	3.7919121826449413	5
dodžem	bakter	3.9455707192303073	5
dodžem	balek	3.971122555605314	5
dodžem	balett	4.990656875051379	6
dodžem	bankett	4.751804373787133	6
dodžem	barches	4.662940737423496	6
dodžem	barrel	3.8741589928522777	5
dodžem	barter	3.970241771861886	5
dodžem	bojler	3.279785127153548	4
dodžem	borcet	3.371186732074088	4
dodžem	bovden	3.152197802197802	4
dodžem	brojler	4.2797851271535485	5
dodžem	bróker	4.459260310153168	5
dodžem	brúder	4.314046639578555	5
dodžem	bukfenc	4.623664406080735	6
dodžem	bunker	3.5922387239197584	5
dodžem	burlesk	4.701612573754135	6
dodžem	bóher	3.9499725274725277	5
dodžem	charter	4.827384629004743	6
dodžem	codec	2.50625	3
dodžem	collen	2.9567660409765675	4
dodžem	docenš	3.330769230769231	4
dodžem	dodžem	0	0
dodžem	doglen	2.1883449883449884	3
dodžem	dojen	2.397435897435898	3
dodžem	dolmen	2.513475997686524	3
dodžem	doppler	3.5033022533022535	4
dodžem	drukker	4.11737400530504	5
dodžem	dublett	3.8894415211225555	5
dodžem	duett	4.198222712830576	5
dodžem	dupleks	3.951445489376524	5
dodžem	dózer	2.8846153846153846	4
dodžem	džungel	3.7868815810626155	5
dodžem	džóker	3.7269789604805132	4
dodžem	facet	4.050016578249337	5
dodžem	faglett	4.907592335825095	6
dodžem	falzett	4.755937630880916	6
dodžem	farmer	4.2110887297820145	5
dodžem	fater	3.9872054922764866	5
dodžem	fačer	4.16522406812788	5
dodžem	flanel	4.576536285838611	5
dodžem	flaster	5.032262677785231	6
dodžem	flóbert	5.598094955237813	6
dodžem	fotel	3.3665158371040724	4
dodžem	fráter	4.584040976270131	5
dodžem	fušer	3.7743218961238982	5
dodžem	gaṯes	3.835841170323929	5
dodžem	grotesk	4.905999395907272	6
dodžem	gukker	3.8173740053050396	5
dodžem	gólem	3.0200757575757575	4
dodžem	halef	4.111598746081505	5
dodžem	hardver	4.211756652691024	5
dodžem	haver	4.211756652691024	5
dodžem	hostes	3.497930524759793	4
dodžem	hotel	3.3434389140271494	4
dodžem	jampec	4.195486021087201	5
dodžem	junker	3.744118423167879	5
dodžem	kadet	3.3706896551724137	4
dodžem	kampec	4.144499178981937	5
dodžem	karcer	4.071134629004743	5
dodžem	kartell	5.071134629004743	6
dodžem	karter	4.071134629004743	5
dodžem	klapec	4.589356798659124	5
dodžem	klaster	5.007591625153652	6
dodžem	klozet	4.11303778268064	5
dodžem	koffer	3.4749717194570136	4
dodžem	koles	3.5407196969696972	4
dodžem	kompleks	5.308468614718615	6
dodžem	komplett	5.3647186147186146	6
dodžem	koncert	4.157781496958326	5
dodžem	konfekt	4.093036987522281	5
dodžem	konsern	3.8074196636696636	5
dodžem	konzerv	3.541218102073365	5
dodžem	kopek	3.5548611111111112	4
dodžem	korner	3.4429402834008096	4
dodžem	kornett	4.4645748987854255	5
dodžem	korrekt	4.319746810207336	5
dodžem	korteš	3.5052235286108844	4
dodžem	korvett	4.424872665534805	5
dodžem	kotlett	4.066399286987522	5
dodžem	krapek	4.533106798659125	5
dodžem	krokett	5.446189024390244	6
dodžem	kráter	4.504714053193208	5
dodžem	kukker	3.96112400530504	5
dodžem	kupec	4.093869731800766	5
dodžem	kábel	4.259101315351315	5
dodžem	káder	3.516244172494172	4
dodžem	kódeks	4.213600205163494	5
dodžem	kókler	3.892191142191142	5
dodžem	kóter	3.8496889140271495	5
dodžem	lasteks	4.997647293169846	6
dodžem	lateks	4.855284442379252	6
dodžem	latenš	4.778703467984989	6
dodžem	lorṉett	4.426875889046942	5
dodžem	lues	4.290573612715174	5
dodžem	lumen	3.939091761233322	5
dodžem	lumpen	3.855758427899989	5
dodžem	láger	4.240915225125751	5
dodžem	lóden	3.1616902834008096	4
dodžem	maces	4.0172264517092104	5
dodžem	macher	3.722447896930656	5
dodžem	maglen	3.6661775006602593	5
dodžem	majster	4.914327596178776	6
dodžem	makett	5.080271536705515	6
dodžem	malter	4.0845274861476	5
dodžem	marlen	3.8345985532918383	5
dodžem	masek	3.984975369458128	5
dodžem	matek	3.8866560417270355	5
dodžem	mater	3.9212714263424204	5
dodžem	modell	3.5191972661484856	4
dodžem	modem	1.8571428571428572	2
dodžem	modern	3.3653511123023323	4
dodžem	moped	3.5753968253968256	4
dodžem	motel	3.3005817711700063	4
dodžem	muteks	4.706075212407771	6
dodžem	muter	3.7833403918596615	5
dodžem	mutter	3.6369989284450277	5
dodžem	mágneš	4.13056943056943	5
dodžem	nonsens	3.5394272394272392	5
dodžem	notes	3.07397504456328	4
dodžem	ofset	3.4864697802197804	4
dodžem	okker	3.6346153846153846	4
dodžem	oklen	3.3320949883449886	4
dodžem	omlett	4.5209686147186146	5
dodžem	paccer	3.8200746874842753	5
dodžem	pajes	4.087861372344131	5
dodžem	pakett	5.084239790673769	6
dodžem	pamflet	5.00276938100214	6
dodžem	panel	3.942173726656485	5
dodžem	parkett	5.162721818915104	6
dodžem	parsek	3.857364676057961	5
dodžem	partner	4.771393526464521	6
dodžem	pastell	5.024952736264764	6
dodžem	plakett	5.596301243103569	6
dodžem	pollen	3.2178771520876785	4
dodžem	poster	3.4042630810923495	4
dodžem	prakker	5.1164161508989094	6
dodžem	projekt	5.303315560458418	6
dodžem	puffer	3.97509145125778	5
dodžem	pátenš	4.938582659170894	6
dodžem	páter	4.092428813017048	5
dodžem	póker	4.151976495726496	5
dodžem	púder	3.4516088486676724	4
dodžem	rakett	5.0915497321942365	6
dodžem	ranett	4.823557307951813	6
dodžem	raster	4.032262677785231	5
dodžem	rocker	3.2592864372469634	4
dodžem	roller	3.3790332474543003	4
dodžem	rubel	3.9786522007937615	5
dodžem	rulett	4.978289750343057	6
dodžem	skander	4.6478454262306235	6
dodžem	slogen	4.235647279549719	5
dodžem	softver	4.054768575710863	5
dodžem	solvenš	4.210519945084523	5
dodžem	sonett	4.139324648928308	5
dodžem	sovjet	3.294461382113821	4
dodžem	subrett	4.694319569903043	6
dodžem	tandem	2.517175522246516	4
dodžem	tangenš	4.329789991110985	6
dodžem	taster	3.7226651545654166	5
dodžem	tatjen	3.135772611431841	5
dodžem	token	3.1333427601809953	4
dodžem	tormeṉ	3.0722995270982887	4
dodžem	tornes	3.2127923675911294	4
dodžem	torpej	3.22391124871001	4
dodžem	totem	2.1176470588235294	3
dodžem	transfer	5.297029002099996	7
dodžem	traverz	5.172580658922833	6
dodžem	tróger	4.212726696707789	5
dodžem	tábes	4.028953399541635	5
dodžem	tájpej	4.038105826062482	5
dodžem	valcer	4.14405129567141	5
dodžem	valdenš	4.898451367144652	6
dodžem	vamzer	3.7166145635973225	5
dodžem	varšekk	4.739648342212595	6
dodžem	vátes	4.202762923351159	5
dodžem	začek	3.839110707803993	5
dodžem	ágenš	5.218648018648018	6
dodžem	ájer	4.339160839160839	5
dodžem	ámen	4.375790875790876	5
dodžem	ómen	4.150412087912088	5
dodžem	šakter	4.063178692652234	5
dodžem	šaller	3.991766966274205	5
dodžem	šames	4.27769156798828	5
dodžem	škanzen	4.208466461699221	6
dodžem	šláger	4.511520632886912	5
dodžem	šparherd	5.966718681225919	7
dodžem	šrapnel	5.073035113331826	6
dodžem	štukker	4.676197534716804	6
dodžem	šubler	3.72827202201701	5
dodžem	šumer	4.084981978726967	5
dodžem	šuster	3.886375706949963	5
dodžem	šábes	4.33059498640894	5
dodžem	šóder	3.3075805008944545	4
dodžem	šólet	4.086790873854827	5
dodžem	žakett	4.98503344146742	6
dodžem	žoržett	3.5365758145363406	4
dodžem	žáner	4.01015651015651	5
doglen	azbest	5.017708649635151	6
doglen	bagett	3.953252680382498	5
doglen	bagger	3.0009094353921943	4
doglen	bakter	3.459650694133453	5
doglen	balek	3.2524356869184454	4
doglen	balett	4.128252680382498	5
doglen	bankett	4.8597341618639796	6
doglen	barches	4.833775647568751	6
doglen	barrel	3.118556494215724	5
doglen	barter	3.849394283877043	5
doglen	bojler	2.3771428571428572	3
doglen	borcet	3.279124796771856	4
doglen	bovden	2.4684210526315793	3
doglen	brojler	3.3771428571428572	4
doglen	bróker	4.259149409149409	5
doglen	brúder	4.2069937266881245	5
doglen	bukfenc	3.610800948731983	5
doglen	bunker	3.671382959313994	5
doglen	burlesk	4.013557551488586	5
doglen	bóher	3.797420634920635	5
doglen	charter	4.283784624961096	6
doglen	codec	3.064705882352941	4
doglen	collen	1.5230769230769232	2
doglen	docenš	2.8275862068965516	3
doglen	dodžem	2.1883449883449884	3
doglen	doglen	0	0
doglen	dojen	1.45	2
doglen	dolmen	1.807692307692308	2
doglen	doppler	2.4761904761904763	3
doglen	drukker	3.6470443349753694	5
doglen	dublett	2.797464503042596	4
doglen	duett	4.0636912870113155	5
doglen	dupleks	3.109528247459282	4
doglen	dózer	2.954205069124424	4
doglen	džungel	3.9349360728671074	5
doglen	džóker	3.5268680594767554	4
doglen	facet	4.13605866749883	5
doglen	faglett	3.308472460602278	4
doglen	falzett	4.9089687385179115	6
doglen	farmer	4.065744600227359	5
doglen	fater	4.085638499431603	5
doglen	fačer	4.079480863963623	5
doglen	flanel	4.223520223520224	5
doglen	flaster	4.9551070770261685	6
doglen	flóbert	5.458186393670265	6
doglen	fotel	3.4649488442591894	4
doglen	fráter	4.3577193577193585	5
doglen	fušer	3.853454591385626	5
doglen	gaṯes	4.000369334852094	5
doglen	grotesk	5.186211937890704	6
doglen	gukker	3.3470443349753696	5
doglen	gólem	2.993269230769231	4
doglen	halef	3.4600835945663535	4
doglen	hardver	4.768308702791462	6
doglen	haver	4.0683087027914615	5
doglen	hostes	3.516575519801326	4
doglen	hotel	3.441871921182266	4
doglen	jampec	3.9587038082020465	5
doglen	junker	3.823262658562114	5
doglen	kadet	3.929145537525355	5
doglen	kampec	3.9077169660967837	5
doglen	karcer	3.9502871410199	5
doglen	kartell	4.9502871410199	6
doglen	karter	3.9502871410199	5
doglen	klapec	4.408899182796242	5
doglen	klaster	4.93043602439459	6
doglen	klozet	4.171215122531536	5
doglen	koffer	3.284887566137566	4
doglen	koles	2.708614864864865	3
doglen	kompleks	4.458614864864865	5
doglen	komplett	4.358455882352941	5
doglen	koncert	4.221335377585378	5
doglen	konfekt	4.275122549019608	5
doglen	konsern	3.3014219576719577	4
doglen	konzerv	4.050269883939239	5
doglen	kopek	3.4945436507936507	4
doglen	korner	3.1953983516483517	4
doglen	kornett	4.245818519715579	5
doglen	korrekt	3.649179864253394	5
doglen	korteš	3.510048613667035	4
doglen	korvett	4.3648661387631975	5
doglen	kotlett	3.4360420892494927	4
doglen	krapek	4.533082189332189	5
doglen	krokett	4.9667892156862745	6
doglen	kráter	4.278392434642435	5
doglen	kukker	3.4907943349753694	5
doglen	kupec	3.8531192649473582	5
doglen	kábel	3.8959145021645023	5
doglen	káder	4.045914502164502	5
doglen	kódeks	4.811632106244176	6
doglen	kókler	2.6538690476190476	4
doglen	kóter	3.948121921182266	5
doglen	lasteks	5.105686227605319	6
doglen	lateks	5.0220790209447195	6
doglen	latenš	4.316696914700545	5
doglen	lorṉett	4.356203858061443	5
doglen	lues	4.216044538186099	5
doglen	lumen	3.101179673321234	4
doglen	lumpen	3.029751101892663	4
doglen	láger	3.3705855547960812	4
doglen	lóden	3.130921052631579	4
doglen	maces	4.170283584076688	5
doglen	macher	3.797482211275315	5
doglen	maglen	1.477832512315271	2
doglen	majster	4.754975369458128	6
doglen	makett	4.600871728001545	6
doglen	malter	3.963679998162757	5
doglen	marlen	2.4009094353921943	3
doglen	masek	4.009578544061303	5
doglen	matek	4.194307608100711	5
doglen	mater	4.019704433497537	5
doglen	modell	4.021428571428571	5
doglen	modem	3.2879120879120878	4
doglen	modern	3.307142857142857	4
doglen	moped	3.1948051948051948	4
doglen	motel	3.399014778325123	4
doglen	muteks	4.8728697909732395	6
doglen	muter	3.8817733990147785	5
doglen	mutter	3.730258247499627	5
doglen	mágneš	3.2540442014126225	4
doglen	nonsens	3.0334295334295334	4
doglen	notes	3.268208647518992	4
doglen	ofset	3.282563025210084	4
doglen	okker	3.164285714285714	4
doglen	oklen	1.5333333333333332	2
doglen	omlett	3.514705882352941	4
doglen	paccer	3.8721575359506395	5
doglen	pajes	3.79666563114839	5
doglen	pakett	4.6048399819698	6
doglen	pamflet	3.996506648636466	5
doglen	panel	3.9103721948549537	5
doglen	parkett	5.086250238380056	6
doglen	parsek	3.93662372110648	5
doglen	partner	4.737958401751506	6
doglen	pastell	4.9477971355057	6
doglen	plakett	5.414355532002591	6
doglen	pollen	1.7841880341880345	2
doglen	poster	3.3271074803332867	4
doglen	prakker	4.646086480569239	6
doglen	projekt	4.961156878803938	6
doglen	puffer	3.7850072979383325	5
doglen	pátenš	4.47657610588645	5
doglen	páter	4.190861820172165	5
doglen	póker	3.671230158730159	5
doglen	púder	3.981279178338002	5
doglen	rakett	4.612149923490267	6
doglen	ranett	4.893631404971749	6
doglen	raster	3.9551070770261685	5
doglen	rocker	3.3269596404805117	4
doglen	roller	2.5057836899942165	3
doglen	rubel	3.6154653876069487	5
doglen	rulett	4.115885555674176	5
doglen	skander	4.823089285685009	6
doglen	slogen	2.8048780487804876	3
doglen	softver	4.180083303296088	5
doglen	solvenš	3.5612883051907445	4
doglen	sonett	4.209398745948244	5
doglen	sovjet	2.876726788276286	4
doglen	subrett	3.7199896106466137	6
doglen	tandem	3.593518282799803	5
doglen	tangenš	3.9174049224759164	5
doglen	taster	3.645509553806354	5
doglen	tatjen	2.4570993914807304	4
doglen	token	2.092156862745098	3
doglen	tormeṉ	2.828054298642534	4
doglen	tornes	3.061051031639267	4
doglen	torpej	3.2035753293359788	4
doglen	totem	3.1171789670775474	4
doglen	transfer	5.351470856541851	7
doglen	traverz	4.978314448902685	6
doglen	tróger	3.835609243697479	5
doglen	tábes	3.7615671821554173	5
doglen	tájpej	3.9883771941378434	5
doglen	valcer	4.023203807686566	5
doglen	valdenš	4.328854297547583	5
doglen	vamzer	3.6790613909635046	5
doglen	varšekk	5.082655467138226	6
doglen	vátes	4.3969965263068715	5
doglen	začek	3.962586062858295	5
doglen	ágenš	3.787878787878788	4
doglen	ájer	3.952164502164502	5
doglen	ámen	3.537878787878788	4
doglen	ómen	3.3125	4
doglen	šakter	3.5772586675553795	5
doglen	šaller	3.118517408814121	4
doglen	šames	4.096019636316348	5
doglen	škanzen	3.9566738248259385	5
doglen	šláger	4.362629618443572	5
doglen	šparherd	5.422652819643243	7
doglen	šrapnel	4.671630961927674	6
doglen	štukker	4.205867864387134	6
doglen	šubler	2.6075094512544394	4
doglen	šumer	3.807509451254439	5
doglen	šuster	3.8092201061909003	5
doglen	šábes	4.063208769022722	5
doglen	šóder	3.837250830564784	5
doglen	šólet	3.1876709986320106	4
doglen	žakett	4.50563363276345	6
doglen	žoržett	4.207263324910384	5
doglen	žáner	3.9783549783549783	5
dojen	azbest	4.631305140863221	5
dojen	bagett	4.048252680382498	5
dojen	bagger	3.997832512315271	5
dojen	bakter	3.95662039110315	5
dojen	balek	2.7024356869184456	4
dojen	balett	3.578252680382498	5
dojen	bankett	4.92135612865836	6
dojen	barches	4.678411662894422	6
dojen	barrel	3.527832512315271	5
dojen	barter	3.527832512315271	5
dojen	bojler	2.4571428571428573	3
dojen	borcet	2.957563025210084	4
dojen	bovden	2.568944099378882	3
dojen	brojler	3.4571428571428573	4
dojen	bróker	3.932686335403727	5
dojen	brúder	4.057762052189297	5
dojen	bukfenc	4.071769609700644	5
dojen	bunker	3.733004926108374	5
dojen	burlesk	4.540480628411663	6
dojen	bóher	2.7843487394957984	4
dojen	charter	4.384975369458128	6
dojen	codec	2.2594427244582045	3
dojen	collen	2.05	3
dojen	docenš	1.878787878787879	2
dojen	dodžem	2.397435897435898	3
dojen	doglen	1.45	2
dojen	dojen	0	0
dojen	dolmen	1.45	2
dojen	doppler	3.164285714285714	4
dojen	drukker	4.110087813236239	5
dojen	dublett	3.697464503042596	5
dojen	duett	3.06843224497808	4
dojen	dupleks	3.79762348555452	5
dojen	dózer	2.0267857142857144	3
dojen	džungel	3.9901477832512313	5
dojen	džóker	3.189829192546584	4
dojen	facet	3.187260339390157	4
dojen	faglett	4.758472460602278	6
dojen	falzett	4.758472460602278	6
dojen	farmer	3.708052292535051	5
dojen	fater	3.1368401713229304	4
dojen	fačer	3.0967619699544064	4
dojen	flanel	3.996499870365569	5
dojen	flaster	4.92753435312419	6
dojen	flóbert	5.078540100250627	6
dojen	fotel	2.516150516150516	3
dojen	fráter	4.24937343358396	5
dojen	fušer	2.7497508876819223	4
dojen	gaṯes	3.0565222619727628	4
dojen	grotesk	4.443652743652744	5
dojen	gukker	3.810087813236239	5
dojen	gólem	2.4432692307692307	4
dojen	halef	2.9100835945663532	4
dojen	hardver	4.684975369458128	6
dojen	haver	3.0610623259798673	4
dojen	hostes	3.4890027958993475	4
dojen	hotel	2.493073593073593	3
dojen	jampec	4.160132379630618	5
dojen	junker	3.8848846253564946	5
dojen	kadet	3.123882379630618	4
dojen	kampec	4.109145537525355	5
dojen	karcer	3.6287253694581283	5
dojen	kartell	4.628725369458128	6
dojen	karter	3.6287253694581283	5
dojen	klapec	4.155071463451281	5
dojen	klaster	4.902863300492611	6
dojen	klozet	3.358455882352941	4
dojen	koffer	3.4041895604395602	4
dojen	koles	2.158614864864865	3
dojen	kompleks	5.158614864864865	6
dojen	komplett	5.058455882352941	6
dojen	koncert	4.3511391625615765	5
dojen	konfekt	4.401559330628803	5
dojen	konsern	3.5678879310344827	4
dojen	konzerv	4.308035714285714	5
dojen	kopek	2.658564814814815	3
dojen	korner	3.008035714285714	4
dojen	kornett	4.058455882352941	5
dojen	korrekt	4.058455882352941	5
dojen	korteš	3.188486842105263	4
dojen	korvett	4.058455882352941	5
dojen	kotlett	4.058455882352941	5
dojen	krapek	4.279254469987229	5
dojen	krokett	4.521499360613811	5
dojen	kráter	4.224702380952381	5
dojen	kukker	3.9538378132362393	5
dojen	kupec	3.0171404289685224	4
dojen	kábel	3.279247835497835	4
dojen	káder	3.2406513442697653	4
dojen	kódeks	4.165851706970128	5
dojen	kókler	3.570535714285714	5
dojen	kóter	2.9993235930735933	4
dojen	lasteks	5.0781135037033405	6
dojen	lateks	4.232763451456736	5
dojen	latenš	3.3678985865918714	4
dojen	lorṉett	4.08312693498452	5
dojen	lues	3.216044538186099	4
dojen	lumen	2.2311796733212343	3
dojen	lumpen	3.2311796733212343	4
dojen	láger	3.290585554796081	4
dojen	lóden	2.325657894736842	3
dojen	maces	3.2214852559680147	4
dojen	macher	3.9568241089539264	5
dojen	maglen	2.927832512315271	4
dojen	majster	4.192118226600986	5
dojen	makett	4.155581872929082	5
dojen	malter	3.6421182266009855	5
dojen	marlen	2.927832512315271	4
dojen	masek	3.090859332238643	4
dojen	matek	3.2455092799920386	4
dojen	mater	3.070906105388864	4
dojen	modell	3.466165413533835	4
dojen	modem	2.4826489300173513	3
dojen	modern	2.7518796992481205	3
dojen	moped	2.358826358826359	3
dojen	motel	2.45021645021645	3
dojen	muteks	4.083554221485256	5
dojen	muter	2.9329750709061053	4
dojen	mutter	3.9329750709061053	5
dojen	mágneš	4.332861935402771	5
dojen	nonsens	3.2998955067920583	4
dojen	notes	2.3194103194103195	3
dojen	ofset	3.3507885912985884	4
dojen	okker	3.5424049002490197	4
dojen	oklen	2.365075707702436	3
dojen	omlett	4.13547418967587	5
dojen	paccer	4.074874359357118	5
dojen	pajes	2.3466656311483898	3
dojen	pakett	4.159550126897336	5
dojen	pamflet	4.696506648636466	6
dojen	panel	2.9891899288451014	4
dojen	parkett	4.696506648636466	6
dojen	parsek	3.820689655172414	5
dojen	partner	4.646086480569239	6
dojen	pastell	4.920224411603722	6
dojen	plakett	5.159550126897336	6
dojen	pollen	2.3111111111111113	3
dojen	poster	3.2995347564313082	4
dojen	prakker	5.109129958830109	6
dojen	projekt	3.6258169934640523	4
dojen	puffer	3.9043092922403266	5
dojen	pátenš	3.5277777777777777	4
dojen	páter	3.242063492063492	4
dojen	póker	3.050940303657695	4
dojen	púder	3.176016020443265	4
dojen	rakett	4.166860068417804	5
dojen	ranett	4.046920038432796	5
dojen	raster	3.92753435312419	5
dojen	rocker	3.461494645705172	4
dojen	roller	3.0327067669172934	4
dojen	rubel	2.9987987209402815	4
dojen	rulett	3.5658855556741753	5
dojen	skander	4.932956866514478	6
dojen	slogen	2.724878048780488	3
dojen	softver	4.345250719587941	5
dojen	solvenš	3.254878048780488	4
dojen	sonett	3.362687379409291	4
dojen	sovjet	2.5695839311334288	3
dojen	subrett	4.502342551823084	6
dojen	tandem	3.7033858636292716	5
dojen	tangenš	3.9726166328600407	5
dojen	taster	3.6179368299043757	5
dojen	tatjen	2.1795131845841786	3
dojen	token	1.4718670076726343	2
dojen	tormeṉ	2.4703619909502263	4
dojen	tornes	2.8736883942766296	4
dojen	torpej	2.8019269776876268	4
dojen	totem	2.1683806389688742	3
dojen	transfer	5.617936829904376	7
dojen	traverz	4.719885855391632	6
dojen	tróger	3.755609243697479	5
dojen	tábes	3.1449005154887506	4
dojen	tájpej	3.1398057655664147	4
dojen	valcer	3.701642036124795	5
dojen	valdenš	3.9873563218390804	5
dojen	vamzer	4.001642036124795	5
dojen	varšekk	4.876245210727969	6
dojen	vátes	3.448198198198198	4
dojen	začek	2.9798671688490783	4
dojen	ágenš	3.707878787878788	4
dojen	ájer	2.502164502164502	3
dojen	ámen	2.667878787878788	3
dojen	ómen	2.4425	3
dojen	šakter	4.0742283645250765	5
dojen	šaller	3.645440485737198	5
dojen	šames	3.2260196363163485	4
dojen	škanzen	4.214439655172414	5
dojen	šláger	4.282629618443572	5
dojen	šparherd	5.5069123472090595	7
dojen	šrapnel	4.98854393401306	6
dojen	štukker	4.668911342648004	6
dojen	šubler	3.5075094512544394	5
dojen	šumer	2.937509451254439	4
dojen	šuster	3.781647382288922	5
dojen	šábes	3.4465421023560556	4
dojen	šóder	3.031987672670047	4
dojen	šólet	2.637670998632011	4
dojen	žakett	4.060343777690987	5
dojen	žoržett	3.976610644257703	5
dojen	žáner	3.057172712345126	4
dolmen	azbest	4.562814892364065	6
dolmen	bagett	4.878252680382498	6
dolmen	bagger	3.7509094353921943	5
dolmen	bakter	3.9007491789819375	5
dolmen	balek	3.2524356869184454	4
dolmen	balett	4.047002680382498	5
dolmen	bankett	4.692538394668212	6
dolmen	barches	4.2284116628944215	6
dolmen	barrel	3.080094955754185	5
dolmen	barter	3.1017295711388004	5
dolmen	bojler	2.7917582417582416	4
dolmen	borcet	2.5314600840336134	4
dolmen	bovden	2.4333333333333336	3
dolmen	brojler	3.7917582417582416	5
dolmen	bróker	4.199034749034749	5
dolmen	brúder	4.203088803088804	5
dolmen	bukfenc	3.975615763546798	5
dolmen	bunker	3.5041871921182266	5
dolmen	burlesk	4.092743071850577	6
dolmen	bóher	3.797420634920635	5
dolmen	charter	3.9588724282816576	6
dolmen	codec	3.2218487394957984	4
dolmen	collen	1.4846153846153847	2
dolmen	docenš	2.8484848484848486	3
dolmen	dodžem	2.513475997686524	3
dolmen	doglen	1.807692307692308	2
dolmen	dojen	1.45	2
dolmen	dolmen	0	0
dolmen	doppler	3.357142857142857	4
dolmen	drukker	3.963711001642036	5
dolmen	dublett	4.067563758625723	5
dolmen	duett	4.028714503042596	5
dolmen	dupleks	4.160810298741334	5
dolmen	dózer	2.954205069124424	4
dolmen	džungel	3.6613300492610836	5
dolmen	džóker	3.466753399362095	4
dolmen	facet	4.156957309087127	5
dolmen	faglett	5.116164768294586	6
dolmen	falzett	4.222758174887993	5
dolmen	farmer	2.375699351358581	4
dolmen	fater	4.1065371410199	5
dolmen	fačer	4.13684017132293	5
dolmen	flanel	4.249561685045556	5
dolmen	flaster	4.75250356494685	6
dolmen	flóbert	5.02925452925453	6
dolmen	fotel	3.485847485847486	4
dolmen	fráter	4.425042454276325	5
dolmen	fušer	3.853454591385626	5
dolmen	gaṯes	4.024264197456634	5
dolmen	grotesk	5.300860579479	6
dolmen	gukker	3.663711001642036	5
dolmen	gólem	2.993269230769231	4
dolmen	halef	3.4600835945663535	4
dolmen	hardver	4.036832954597447	6
dolmen	haver	3.919185895773918	5
dolmen	hostes	3.3139720077220076	4
dolmen	hotel	3.462770562770563	4
dolmen	jampec	3.879033478531717	5
dolmen	junker	3.656066891366347	5
dolmen	kadet	4.0862883946682125	5
dolmen	kampec	3.828046636426454	5
dolmen	karcer	3.2026224282816576	5
dolmen	kartell	4.202622428281657	6
dolmen	karter	3.2026224282816576	5
dolmen	klapec	4.204171413552343	5
dolmen	klaster	4.7278325123152705	6
dolmen	klozet	4.285875237191651	5
dolmen	koffer	3.2432208994708995	4
dolmen	koles	2.708614864864865	3
dolmen	kompleks	5.3075159637659635	6
dolmen	komplett	5.20735698125404	6
dolmen	koncert	4.178571428571429	5
dolmen	konfekt	4.156074929971989	5
dolmen	konsern	3.497429653679654	4
dolmen	konzerv	4.186607142857143	5
dolmen	kopek	3.4469246031746033	4
dolmen	korner	2.4064520038784747	4
dolmen	kornett	3.4568721719457014	5
dolmen	korrekt	3.610718325791855	5
dolmen	korteš	2.7623839009287927	4
dolmen	korvett	3.41031346749226	5
dolmen	kotlett	4.341556115453174	5
dolmen	krapek	4.328354420088291	5
dolmen	krokett	5.350347774244833	6
dolmen	kráter	4.345715531199402	5
dolmen	kukker	3.807461001642036	5
dolmen	kupec	3.8055002173283103	5
dolmen	kábel	3.845914502164502	5
dolmen	káder	4.203057359307359	5
dolmen	kódeks	5.073803158875754	6
dolmen	kókler	3.9218177655677655	5
dolmen	kóter	3.969020562770563	5
dolmen	lasteks	4.903082715526001	6
dolmen	lateks	5.1367276625330165	6
dolmen	latenš	4.337595556288841	5
dolmen	lorṉett	3.4815432245772806	5
dolmen	lues	3.802364864864865	4
dolmen	lumen	2.351179673321234	3
dolmen	lumpen	2.950080772222333	4
dolmen	láger	4.120585554796081	5
dolmen	lóden	3.2880639097744364	4
dolmen	maces	4.191182225664985	5
dolmen	macher	3.9229560162623045	5
dolmen	maglen	3.285524820007579	4
dolmen	majster	4.548368226600985	6
dolmen	makett	5.077955061334879	6
dolmen	malter	3.0983682266009853	4
dolmen	marlen	2.480094955754185	4
dolmen	masek	4.009578544061303	5
dolmen	matek	4.215206249689008	5
dolmen	mater	4.0406030750858335	5
dolmen	modell	4.283599624060151	5
dolmen	modem	3.4450549450549453	4
dolmen	modern	3.5693139097744364	4
dolmen	moped	3.1471861471861473	4
dolmen	motel	3.41991341991342	4
dolmen	muteks	4.9875184325615365	6
dolmen	muter	3.902672040603075	5
dolmen	mutter	3.808922040603075	5
dolmen	mágneš	4.193604640973062	5
dolmen	nonsens	3.2294372294372296	4
dolmen	notes	3.2891072891072892	4
dolmen	ofset	3.5559516735987327	4
dolmen	okker	3.480952380952381	4
dolmen	oklen	2.801282051282051	3
dolmen	omlett	4.53393665158371	5
dolmen	paccer	3.950821329054088	5
dolmen	pajes	3.79666563114839	5
dolmen	pakett	5.081923315303133	6
dolmen	pamflet	4.9644553665851845	6
dolmen	panel	3.9103721948549537	5
dolmen	parkett	4.214153707459996	6
dolmen	parsek	3.4277306533898826	5
dolmen	partner	4.0445027701619995	6
dolmen	pastell	4.745193623426382	6
dolmen	plakett	5.35724681037774	6
dolmen	pollen	1.7457264957264957	2
dolmen	poster	3.1245039682539684	4
dolmen	prakker	4.962753147235906	6
dolmen	projekt	5.0100842348433625	6
dolmen	puffer	3.743340631271666	5
dolmen	pátenš	4.497474747474747	5
dolmen	páter	4.211760461760462	5
dolmen	póker	3.9878968253968257	5
dolmen	púder	4.138422035480859	5
