elpd_diff	se_diff	elpd_loo	se_elpd_loo	p_loo	se_p_loo	looic	se_looic	model
0	0	-811.984827225844	24.4688953981197	50.9408832959583	1.95496932101654	1623.96965445169	48.9377907962394	hs
-0.260374605787044	2.62624525595723	-812.245201831632	25.1061778591691	54.4200590262424	2.15012190082268	1624.49040366326	50.2123557183382	reg
